5,-2,18
5,2,18
6,-2,15
6,2,15
7,-6,14
7,6,14
9,-2,10
9,2,10
1,1,90
2,-1,45
2,1,45
3,-1,30
3,1,30
4,-3,23
4,3,23
5,-1,18
5,1,18
6,-5,16
6,-1,15
6,1,15
6,5,16
8,-5,12
8,5,12
9,-1,10
9,1,10
10,-9,11
10,9,11
1,1,92
2,-1,46
2,1,46
4,-1,23
4,1,23
7,-5,14
7,5,14
8,-7,13
8,7,13
1,1,93
3,-1,31
3,1,31
5,-3,19
5,3,19
7,7,15
9,-5,11
9,5,11
1,0,93
2,2,47
3,0,31
6,6,17
1,0,94
2,0,47
5,-2,19
5,2,19
7,-4,14
7,4,14
10,-8,11
10,8,11
1,1,95
5,-1,19
5,1,19
1,1,96
2,-1,48
2,1,48
3,-1,32
3,1,32
4,-1,24
4,1,24
6,-5,17
6,-1,16
6,1,16
6,5,17
7,-3,14
7,3,14
8,-1,12
8,1,12
9,-7,12
9,7,12
1,0,97
2,2,49
7,-2,14
7,2,14
1,1,98
2,-1,49
2,1,49
4,-3,25
4,3,25
5,-3,20
5,3,20
7,-1,14
7,1,14
8,-5,13
8,5,13
10,-7,11
10,3,10
10,7,11
1,1,99
3,-1,33
3,1,33
5,5,21
7,-5,15
7,5,15
9,-1,11
9,1,11
1,1,100
2,-1,50
2,1,50
3,3,34
4,-1,25
4,1,25
5,-1,20
5,1,20
6,-3,17
6,3,17
7,7,16
8,-7,14
8,7,14
10,-9,12
10,1,10
10,9,12
1,1,101
11,9,11
1,0,101
2,2,51
3,-2,34
3,2,34
5,-4,21
5,4,21
6,-2,17
6,2,17
7,-4,15
7,4,15
9,-8,13
9,8,13
10,-6,11
10,6,11
1,1,102
2,-1,51
2,1,51
3,-1,34
3,1,34
4,-3,26
4,3,26
6,-5,18
6,-1,17
6,1,17
6,5,18
8,-3,13
8,3,13
9,-5,12
9,5,12
11,11,12
1,0,102
2,0,51
3,0,34
6,0,17
1,1,103
3,3,35
5,-3,21
5,3,21
7,-3,15
7,3,15
1,1,104
2,-1,52
2,1,52
4,-1,26
4,1,26
5,5,22
8,-1,13
8,1,13
10,-5,11
10,5,11
1,1,105
3,-1,35
3,1,35
5,-1,21
5,1,21
7,-1,15
7,1,15
9,-7,13
9,7,13
1,0,105
2,2,53
3,0,35
5,0,21
6,6,19
7,0,15
10,10,13
11,8,11
1,0,106
2,0,53
5,-4,22
5,4,22
10,-4,11
10,4,11
1,1,107
7,7,17
1,1,108
2,-1,54
2,1,54
3,-1,36
3,1,36
4,-1,27
4,1,27
5,-3,22
5,3,22
6,-5,19
6,-1,18
6,1,18
6,5,19
8,-7,15
8,7,15
9,-1,12
9,1,12
10,-7,12
10,-3,11
10,3,11
10,7,12
1,1,109
3,3,37
5,5,23
11,7,11
1,0,109
2,2,55
5,-2,22
5,2,22
10,-2,11
10,2,11
1,1,110
2,-1,55
2,1,55
4,-3,28
4,3,28
5,-1,22
5,1,22
7,-3,16
7,3,16
8,-3,14
8,3,14
10,-9,13
10,-1,11
10,1,11
10,9,13
1,0,110
2,0,55
3,-2,37
3,2,37
5,0,22
6,-4,19
6,4,19
7,-6,17
7,6,17
9,-8,14
9,8,14
10,0,11
1,1,111
3,-1,37
3,1,37
9,-5,13
9,5,13
1,1,112
2,-1,56
2,1,56
3,3,38
4,-1,28
4,1,28
6,-3,19
6,3,19
7,-1,16
7,1,16
8,-1,14
8,1,14
11,-9,12
11,9,12
1,1,113
5,-3,23
5,3,23
7,-5,17
7,5,17
11,11,13
1,0,113
2,2,57
3,-2,38
3,2,38
6,-2,19
6,2,19
9,-4,13
9,4,13
1,1,114
2,-1,57
2,1,57
3,-1,38
3,1,38
4,-3,29
4,3,29
5,5,24
6,-5,20
6,-1,19
6,1,19
6,5,20
7,7,18
8,-5,15
8,5,15
9,-7,14
9,7,14
10,-5,12
10,5,12
12,11,12
1,0,114
2,0,57
3,0,38
5,-2,23
5,2,23
6,0,19
10,-8,13
10,8,13
1,1,116
2,-1,58
2,1,58
4,-1,29
4,1,29
8,-7,16
8,7,16
1,1,117
3,-1,39
3,1,39
7,-3,17
7,3,17
9,-1,13
9,1,13
1,1,118
2,-1,59
2,1,59
3,3,40
4,-3,30
4,3,30
5,-3,24
5,3,24
6,-3,20
6,3,20
8,-3,15
8,3,15
10,-7,13
10,-3,12
10,3,12
10,7,13
1,0,118
2,0,59
7,-2,17
7,2,17
11,-10,13
11,10,13
1,1,120
2,-1,60
2,1,60
3,-1,40
3,1,40
4,-1,30
4,1,30
5,-1,24
5,1,24
6,-5,21
6,-1,20
6,1,20
6,5,21
7,-5,18
7,5,18
8,-1,15
8,1,15
9,-5,14
9,5,14
10,-9,14
10,-1,12
10,1,12
10,9,14
11,-7,12
11,7,12
1,1,121
3,3,41
7,7,19
11,1,11
1,1,122
2,-1,61
2,1,61
4,-3,31
4,3,31
8,-5,16
8,5,16
1,0,122
2,0,61
3,-2,41
3,2,41
6,-4,21
6,4,21
7,-4,18
7,4,18
9,-4,14
9,4,14
1,1,123
3,-1,41
3,1,41
5,-3,25
5,3,25
9,-7,15
9,7,15
11,-9,13
11,9,13
1,1,125
5,-1,25
5,1,25
1,1,126
2,-1,63
2,1,63
3,-1,42
3,1,42
4,-3,32
4,3,32
6,-5,22
6,-1,21
6,1,21
6,5,22
7,-1,18
7,1,18
8,-3,16
8,3,16
9,-1,14
9,1,14
11,-5,12
11,5,12
12,-11,13
12,11,13
1,1,128
2,-1,64
2,1,64
4,-1,32
4,1,32
5,-3,26
5,3,26
7,7,20
8,-1,16
8,1,16
10,-7,14
10,-3,13
10,3,13
10,7,14
1,1,129
3,-1,43
3,1,43
5,5,27
9,-5,15
9,5,15
1,0,129
2,2,65
3,0,43
5,-2,26
5,2,26
6,6,23
7,-4,19
7,4,19
10,-2,13
10,2,13
11,-10,14
11,10,14
1,1,130
2,-1,65
2,1,65
3,3,44
4,-3,33
4,3,33
5,-1,26
5,1,26
6,-3,22
6,3,22
8,-5,17
8,5,17
10,-9,15
10,-1,13
10,1,13
10,9,15
11,-3,12
11,3,12
1,0,130
2,0,65
5,0,26
10,0,13
1,1,131
7,-3,19
7,3,19
11,-7,13
11,7,13
1,1,132
2,-1,66
2,1,66
3,-1,44
3,1,44
4,-1,33
4,1,33
6,-5,23
6,-1,22
6,1,22
6,5,23
8,-7,18
8,7,18
9,-7,16
9,7,16
11,-1,12
11,1,12
12,7,12
1,0,133
2,2,67
7,0,19
13,12,13
1,1,134
2,-1,67
2,1,67
4,-3,34
4,3,34
5,5,28
7,-5,20
7,5,20
8,-3,17
8,3,17
10,-5,14
10,5,14
11,-9,14
11,9,14
1,0,134
2,0,67
3,-2,45
3,2,45
5,-2,27
5,2,27
6,-4,23
6,4,23
9,-2,15
9,2,15
10,-8,15
10,8,15
11,-6,13
11,6,13
1,1,136
2,-1,68
2,1,68
3,3,46
4,-1,34
4,1,34
6,-3,23
6,3,23
8,-1,17
8,1,17
12,-9,13
12,9,13
1,1,137
11,-5,13
11,5,13
1,0,137
2,2,69
3,-2,46
3,2,46
6,-2,23
6,2,23
9,-8,17
9,8,17
1,1,138
2,-1,69
2,1,69
3,-1,46
3,1,46
4,-3,35
4,3,35
5,-3,28
5,3,28
6,-5,24
6,-1,23
6,1,23
6,5,24
7,-3,20
7,3,20
8,-5,18
8,5,18
9,-5,16
9,5,16
10,-7,15
10,-3,14
10,3,14
10,7,15
12,-11,14
12,5,12
12,11,14
1,0,138
2,0,69
3,0,46
6,0,23
7,-6,21
7,6,21
11,-8,14
11,8,14
1,1,139
3,3,47
5,5,29
13,11,13
1,1,140
2,-1,70
2,1,70
4,-1,35
4,1,35
5,-1,28
5,1,28
7,-1,20
7,1,20
8,-7,19
8,7,19
10,-9,16
10,-1,14
10,1,14
10,9,16
13,13,14
1,1,141
3,-1,47
3,1,47
7,-5,21
7,5,21
9,-7,17
9,7,17
11,-3,13
11,3,13
1,0,141
2,2,71
3,0,47
5,-4,29
5,4,29
6,6,25
10,-6,15
10,6,15
1,0,142
2,0,71
11,-2,13
11,2,13
1,1,143
5,-3,29
5,3,29
11,-1,13
11,1,13
1,1,145
3,3,49
5,-1,29
5,1,29
7,-3,21
7,3,21
11,-9,15
11,9,15
1,0,145
2,2,73
5,0,29
7,-6,22
7,6,22
10,10,17
11,-6,14
11,6,14
1,1,146
2,-1,73
2,1,73
4,-3,37
4,3,37
8,-5,19
8,5,19
11,11,16
1,0,146
2,0,73
3,-2,49
3,2,49
5,-4,30
5,4,30
6,-4,25
6,4,25
7,-2,21
7,2,21
9,-8,18
9,8,18
10,-4,15
10,4,15
13,-12,14
13,12,14
1,1,147
3,-1,49
3,1,49
7,-1,21
7,1,21
9,-5,17
9,5,17
1,1,148
2,-1,74
2,1,74
3,3,50
4,-1,37
4,1,37
5,-3,30
5,3,30
6,-3,25
6,3,25
7,-5,22
7,5,22
8,-7,20
8,7,20
10,-7,16
10,-3,15
10,3,15
10,7,16
11,-5,14
11,5,14
12,-9,14
12,9,14
1,1,149
5,5,31
7,7,23
13,9,13
1,0,149
2,2,75
3,-2,50
3,2,50
5,-2,30
5,2,30
6,-2,25
6,2,25
9,-4,17
9,4,17
10,-2,15
10,2,15
11,-8,15
11,8,15
1,1,150
2,-1,75
2,1,75
3,-1,50
3,1,50
4,-3,38
4,3,38
5,-1,30
5,1,30
6,-5,26
6,-1,25
6,1,25
6,5,26
8,-3,19
8,3,19
9,-7,18
9,7,18
10,-9,17
10,-1,15
10,1,15
10,9,17
12,-11,15
12,-5,13
12,5,13
12,11,15
1,1,152
2,-1,76
2,1,76
4,-1,38
4,1,38
7,-3,22
7,3,22
8,-1,19
8,1,19
11,-3,14
11,3,14
13,-11,14
13,11,14
1,1,153
3,-1,51
3,1,51
5,-3,31
5,3,31
9,-1,17
9,1,17
11,-7,15
11,7,15
13,13,15
1,1,154
2,-1,77
2,1,77
3,3,52
4,-3,39
4,3,39
5,5,32
6,-3,26
6,3,26
7,-1,22
7,1,22
8,-5,20
8,5,20
10,-5,16
10,5,16
11,-1,14
11,1,14
12,-3,13
12,3,13
14,13,14
1,0,154
2,0,77
5,-2,31
5,2,31
7,0,22
10,-8,17
10,8,17
11,0,14
1,1,155
5,-1,31
5,1,31
7,-5,23
7,5,23
1,1,156
2,-1,78
2,1,78
3,-1,52
3,1,52
4,-1,39
4,1,39
6,-5,27
6,-1,26
6,1,26
6,5,27
7,7,24
8,-7,21
8,7,21
9,-5,18
9,5,18
11,-9,16
11,9,16
12,-7,14
12,-1,13
12,1,13
12,7,14
1,1,157
3,3,53
11,11,17
13,7,13
1,0,157
2,2,79
7,-4,23
7,4,23
13,-10,14
13,10,14
1,1,158
2,-1,79
2,1,79
4,-3,40
4,3,40
5,-3,32
5,3,32
8,-3,20
8,3,20
10,-7,17
10,-3,16
10,3,16
10,7,17
1,0,158
2,0,79
3,-2,53
3,2,53
6,-4,27
6,4,27
9,-4,18
9,4,18
1,1,159
3,-1,53
3,1,53
5,5,33
7,-3,23
7,3,23
9,-7,19
9,7,19
11,-5,15
11,5,15
1,1,161
7,-1,23
7,1,23
1,0,161
2,2,81
3,-2,54
3,2,54
5,-4,33
5,4,33
6,-2,27
6,2,27
7,0,23
9,-2,18
9,2,18
10,-6,17
10,6,17
11,-4,15
11,4,15
14,14,15
1,1,162
2,-1,81
2,1,81
3,-1,54
3,1,54
4,-3,41
4,3,41
6,-5,28
6,-1,27
6,1,27
6,5,28
7,-5,24
7,5,24
8,-5,21
8,5,21
9,-1,18
9,1,18
12,-11,16
12,-5,14
12,5,14
12,11,16
13,-9,14
13,9,14
1,1,163
3,3,55
5,-3,33
5,3,33
7,7,25
11,-3,15
11,3,15
13,5,13
1,1,164
2,-1,82
2,1,82
4,-1,41
4,1,41
5,5,34
8,-7,22
8,7,22
10,-5,17
10,5,17
11,-7,16
11,7,16
1,1,165
3,-1,55
3,1,55
5,-1,33
5,1,33
9,-5,19
9,5,19
11,-1,15
11,1,15
13,-11,15
13,11,15
1,0,165
2,2,83
3,0,55
5,0,33
6,6,29
10,10,19
11,0,15
13,4,13
1,1,166
2,-1,83
2,1,83
3,3,56
4,-3,42
4,3,42
6,-3,28
6,3,28
7,-3,24
7,3,24
8,-3,21
8,3,21
12,-3,14
12,3,14
13,13,16
14,11,14
1,0,166
2,0,83
5,-4,34
5,4,34
7,-6,25
7,6,25
10,-4,17
10,4,17
13,-8,14
13,8,14
1,1,167
11,-9,17
11,9,17
13,3,13
1,1,168
2,-1,84
2,1,84
3,-1,56
3,1,56
4,-1,42
4,1,42
5,-3,34
5,3,34
6,-5,29
6,-1,28
6,1,28
6,5,29
7,-1,24
7,1,24
8,-1,21
8,1,21
9,-7,20
9,7,20
10,-7,18
10,-3,17
10,3,17
10,7,18
11,11,18
12,-7,15
12,-1,14
12,1,14
12,7,15
14,-13,15
14,13,15
1,1,170
2,-1,85
2,1,85
4,-3,43
4,3,43
5,-1,34
5,1,34
7,7,26
8,-5,22
8,5,22
10,-9,19
10,-1,17
10,1,17
10,9,19
11,-5,16
11,5,16
13,-7,14
13,7,14
1,0,170
2,0,85
3,-2,57
3,2,57
5,0,34
6,-4,29
6,4,29
9,-2,19
9,2,19
10,0,17
13,-10,15
13,10,15
1,1,171
3,-1,57
3,1,57
9,-1,19
9,1,19
1,1,172
2,-1,86
2,1,86
3,3,58
4,-1,43
4,1,43
6,-3,29
6,3,29
8,-7,23
8,7,23
12,-9,16
12,9,16
1,1,173
5,-3,35
5,3,35
7,-3,25
7,3,25
1,0,173
2,2,87
3,-2,58
3,2,58
6,-2,29
6,2,29
7,-6,26
7,6,26
9,-8,21
9,8,21
11,-10,18
11,10,18
13,-6,14
13,6,14
1,1,174
2,-1,87
2,1,87
3,-1,58
3,1,58
4,-3,44
4,3,44
5,5,36
6,-5,30
6,-1,29
6,1,29
6,5,30
8,-3,22
8,3,22
9,-5,20
9,5,20
10,-5,18
10,5,18
11,-3,16
11,3,16
12,-11,17
12,-5,15
12,5,15
12,11,17
1,0,174
2,0,87
3,0,58
5,-2,35
5,2,35
6,0,29
7,-2,25
7,2,25
10,-8,19
10,8,19
14,-12,15
14,12,15
1,1,175
3,3,59
5,-1,35
5,1,35
7,-1,25
7,1,25
11,-7,17
11,7,17
13,-9,15
13,9,15
1,1,176
2,-1,88
2,1,88
4,-1,44
4,1,44
7,-5,26
7,5,26
8,-1,22
8,1,22
11,-1,16
11,1,16
13,-5,14
13,5,14
14,9,14
1,1,177
3,-1,59
3,1,59
7,7,27
9,-7,21
9,7,21
1,0,177
2,2,89
3,0,59
6,6,31
1,0,178
2,0,89
7,-4,26
7,4,26
11,-6,17
11,6,17
13,-4,14
13,4,14
1,1,179
5,5,37
11,11,19
13,13,17
1,1,180
2,-1,90
2,1,90
3,-1,60
3,1,60
4,-1,45
4,1,45
5,-1,36
5,1,36
6,-5,31
6,-1,30
6,1,30
6,5,31
7,-3,26
7,3,26
8,-7,24
8,7,24
9,-1,20
9,1,20
10,-9,20
10,-1,18
10,1,18
10,9,20
12,-7,16
12,-1,15
12,1,15
12,7,16
13,-3,14
13,3,14
14,-11,15
14,11,15
1,1,181
3,3,61
11,-5,17
11,5,17
1,0,181
2,2,91
5,-4,37
5,4,37
7,-2,26
7,2,26
10,-6,19
10,6,19
13,-2,14
13,2,14
1,1,182
2,-1,91
2,1,91
4,-3,46
4,3,46
7,-1,26
7,1,26
8,-3,23
8,3,23
13,-1,14
13,1,14
14,-13,16
14,13,16
1,0,182
2,0,91
3,-2,61
3,2,61
6,-4,31
6,4,31
7,0,26
9,-8,22
9,8,22
11,-8,18
11,8,18
13,0,14
1,1,183
3,-1,61
3,1,61
5,-3,37
5,3,37
7,-5,27
7,5,27
9,-5,21
9,5,21
13,-7,15
13,7,15
15,13,15
1,1,185
5,-1,37
5,1,37
11,-3,17
11,3,17
1,0,185
2,2,93
3,-2,62
3,2,62
5,0,37
6,-2,31
6,2,31
7,-4,27
7,4,27
9,-4,21
9,4,21
10,10,21
13,-12,17
13,12,17
14,-10,15
14,10,15
1,1,186
2,-1,93
2,1,93
3,-1,62
3,1,62
4,-3,47
4,3,47
6,-5,32
6,-1,31
6,1,31
6,5,32
8,-5,24
8,5,24
9,-7,22
9,7,22
11,-7,18
11,7,18
12,-11,18
12,-5,16
12,5,16
12,11,18
1,0,186
2,0,93
3,0,62
5,-4,38
5,4,38
6,0,31
10,-4,19
10,4,19
11,-2,17
11,2,17
13,-6,15
13,6,15
1,1,188
2,-1,94
2,1,94
4,-1,47
4,1,47
5,-3,38
5,3,38
8,-7,25
8,7,25
10,-7,20
10,-3,19
10,3,19
10,7,20
13,-9,16
13,9,16
1,1,189
3,-1,63
3,1,63
5,5,39
7,-1,27
7,1,27
9,-1,21
9,1,21
11,-9,19
11,9,19
13,-5,15
13,5,15
1,1,190
2,-1,95
2,1,95
3,3,64
4,-3,48
4,3,48
5,-1,38
5,1,38
6,-3,32
6,3,32
7,-5,28
7,5,28
8,-3,24
8,3,24
10,-9,21
10,-1,19
10,1,19
10,9,21
11,11,20
12,-3,16
12,3,16
14,-9,15
14,5,14
14,9,15
1,0,190
2,0,95
5,0,38
10,0,19
1,1,191
7,7,29
13,-11,17
13,11,17
1,1,192
2,-1,96
2,1,96
3,-1,64
3,1,64
4,-1,48
4,1,48
6,-5,33
6,-1,32
6,1,32
6,5,33
8,-1,24
8,1,24
9,-5,22
9,5,22
11,-5,18
11,5,18
12,-7,17
12,-1,16
12,1,16
12,7,17
13,13,18
1,1,193
3,3,65
5,-3,39
5,3,39
13,-3,15
13,3,15
1,0,193
2,2,97
11,-8,19
11,8,19
1,0,194
2,0,97
3,-2,65
3,2,65
5,-2,39
5,2,39
6,-4,33
6,4,33
7,-6,29
7,6,29
9,-4,22
9,4,22
10,-8,21
10,8,21
11,-4,18
11,4,18
13,-2,15
13,2,15
14,-8,15
14,8,15
1,1,195
3,-1,65
3,1,65
5,-1,39
5,1,39
9,-7,23
9,7,23
13,-1,15
13,1,15
15,11,15
1,1,197
7,-5,29
7,5,29
11,-7,19
11,7,19
1,0,197
2,2,99
3,-2,66
3,2,66
6,-2,33
6,2,33
9,-2,22
9,2,22
11,-2,18
11,2,18
1,1,198
2,-1,99
2,1,99
3,-1,66
3,1,66
4,-3,50
4,3,50
5,-3,40
5,3,40
6,-5,34
6,-1,33
6,1,33
6,5,34
7,7,30
8,-3,25
8,3,25
9,-1,22
9,1,22
10,-7,21
10,-3,20
10,3,20
10,7,21
11,-1,18
11,1,18
12,-11,19
12,-5,17
12,5,17
12,11,19
14,-7,15
14,7,15
15,-13,16
15,13,16
1,1,199
3,3,67
5,5,41
15,15,17
1,1,200
2,-1,100
2,1,100
4,-1,50
4,1,50
5,-1,40
5,1,40
8,-1,25
8,1,25
10,-9,22
10,-1,20
10,1,20
10,9,22
11,-9,20
11,9,20
16,15,16
1,1,201
3,-1,67
3,1,67
7,-3,29
7,3,29
9,-5,23
9,5,23
11,11,21
13,-9,17
13,9,17
1,0,201
2,2,101
3,0,67
5,-4,41
5,4,41
6,6,35
7,-6,30
7,6,30
10,-6,21
10,6,21
14,-6,15
14,6,15
1,1,202
2,-1,101
2,1,101
3,3,68
4,-3,51
4,3,51
6,-3,34
6,3,34
8,-5,26
8,5,26
12,-3,17
12,3,17
13,-5,16
13,5,16
1,0,202
2,0,101
7,-2,29
7,2,29
14,-12,17
14,12,17
1,1,203
5,-3,41
5,3,41
7,-1,29
7,1,29
11,-5,19
11,5,19
1,1,204
2,-1,102
2,1,102
3,-1,68
3,1,68
4,-1,51
4,1,51
5,5,42
6,-5,35
6,-1,34
6,1,34
6,5,35
7,-5,30
7,5,30
8,-7,27
8,7,27
9,-7,24
9,7,24
10,-5,21
10,5,21
12,-7,18
12,-1,17
12,1,17
12,7,18
13,-11,18
13,11,18
14,-9,16
14,-5,15
14,5,15
14,9,16
1,0,205
2,2,103
5,0,41
10,10,23
11,-4,19
11,4,19
13,-8,17
13,8,17
1,1,206
2,-1,103
2,1,103
4,-3,52
4,3,52
